Word,Class
RINO,Politics
scumbag,Politics
snowflake,Politics
troll,Politics
towelhead,Politics
assbite,Generic
asscock,Generic
asses,Generic
assface,Generic
asshat,Generic
